Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
CL25234,C432518,V432518,10000,2025-06-07,1
CL25235,C824663,V824663,10000,2025-10-28,1
CL25236,C638105,V638105,10000,2025-08-21,1
CL25237,C638945,V638945,10000,2025-08-21,1
CL25238,C638666,V638666,10000,2025-08-21,1
CL25239,C101527,V101527,10000,2025-02-06,1
CL25240,C785042,V785042,10000,2025-10-14,1
CL25241,C472377,V472377,10000,2025-06-21,1
CL25242,C453388,V453388,10000,2025-06-14,1
CL25243,C286318,V286318,10000,2025-04-14,1
CL25244,C514213,V514213,10000,2025-07-07,1
CL25245,C74943,V74943,10000,2025-01-27,1
CL25246,C367027,V367027,10000,2025-05-14,1
CL25247,C600899,V600899,10000,2025-08-07,1
CL25248,C103446,V103446,10000,2025-02-06,1
CL25249,C470715,V470715,10000,2025-06-21,1
CL25250,C141671,V141671,10000,2025-02-20,1
CL25251,C991686,V991686,10000,2025-12-28,1
CL25252,C75211,V75211,10000,2025-01-27,1
CL25253,C101840,V101840,10000,2025-02-06,1
CL25254,C17187,V17187,10000,2025-01-06,1
CL25255,C932279,V932279,10000,2025-12-07,1
CL25256,C305247,V305247,10000,2025-04-21,1
CL25257,C200061,V200061,10000,2025-03-14,1
CL25258,C741139,V741139,10000,2025-09-28,1
CL25259,C702355,V702355,10000,2025-09-14,1
CL25260,C432278,V432278,10000,2025-06-07,1
CL25261,C572974,V572974,10000,2025-07-28,1
CL25262,C181223,V181223,10000,2025-03-07,1
CL25263,C888440,V888440,10000,2025-11-21,1
CL25264,C238237,V238237,10000,2025-03-28,1
CL25265,C452073,V452073,10000,2025-06-14,1
CL25266,C554328,V554328,10000,2025-07-21,1
CL25267,C765567,V765567,10000,2025-10-07,1
CL25268,C932585,V932585,10000,2025-12-07,1
CL25269,C491162,V491162,10000,2025-06-28,1
CL25270,C347320,V347320,10000,2025-05-07,1
CL25271,C180697,V180697,10000,2025-03-07,1
CL25272,C159669,V159669,10000,2025-02-27,1
CL25273,C74768,V74768,10000,2025-01-27,1
CL25274,C38094,V38094,10000,2025-01-13,1
CL25275,C367727,V367727,10000,2025-05-14,1
CL25276,C721944,V721944,10000,2025-09-21,1
CL25277,C55660,V55660,10000,2025-01-20,1
CL25278,C638229,V638229,10000,2025-08-21,1
CL25279,C16489,V16489,10000,2025-01-06,1
CL25280,C266044,V266044,10000,2025-04-07,1
CL25281,C617537,V617537,10000,2025-08-14,1
CL25282,C305030,V305030,10000,2025-04-21,1
CL25283,C599404,V599404,10000,2025-08-07,1
CL25284,C741435,V741435,10000,2025-09-28,1
CL25285,C573679,V573679,10000,2025-07-28,1
CL25286,C159969,V159969,10000,2025-02-27,1
CL25287,C181690,V181690,10000,2025-03-07,1
CL25288,C888583,V888583,10000,2025-11-21,1
CL25289,C405646,V405646,10000,2025-05-28,1
CL25290,C908182,V908182,10000,2025-11-28,1
CL25291,C553696,V553696,10000,2025-07-21,1
CL25292,C740528,V740528,10000,2025-09-28,1
CL25293,C120758,V120758,10000,2025-02-13,1
CL25294,C286938,V286938,10000,2025-04-14,1
CL25295,C851444,V851444,10000,2025-11-07,1
CL25296,C199914,V199914,10000,2025-03-14,1
CL25297,C17363,V17363,10000,2025-01-06,1
CL25298,C491383,V491383,10000,2025-06-28,1
CL25299,C103333,V103333,10000,2025-02-06,1
CL25300,C202147,V202147,10000,2025-03-14,1
CL25301,C347379,V347379,10000,2025-05-07,1
CL25302,C514493,V514493,10000,2025-07-07,1
CL25303,C385883,V385883,10000,2025-05-21,1
CL25304,C238163,V238163,10000,2025-03-28,1
CL25305,C266477,V266477,10000,2025-04-07,1
CL25306,C221005,V221005,10000,2025-03-21,1
CL25307,C598649,V598649,10000,2025-08-07,1
CL25308,C723787,V723787,10000,2025-09-21,1
CL25309,C742147,V742147,10000,2025-09-28,1
CL25310,C37112,V37112,10000,2025-01-13,1
CL25311,C349191,V349191,10000,2025-05-07,1
CL25312,C742814,V742814,10000,2025-09-28,1
CL25313,C683105,V683105,10000,2025-09-07,1
CL25314,C17088,V17088,10000,2025-01-06,1
CL25315,C870426,V870426,10000,2025-11-14,1
CL25316,C35742,V35742,10000,2025-01-13,1
CL25317,C286096,V286096,10000,2025-04-14,1
CL25318,C952899,V952899,10000,2025-12-14,1
CL25319,C552437,V552437,10000,2025-07-21,1
CL25320,C323320,V323320,10000,2025-04-28,1
CL25321,C139467,V139467,10000,2025-02-20,1
CL25322,C721345,V721345,10000,2025-09-21,1
CL25323,C103284,V103284,10000,2025-02-06,1
CL25324,C56311,V56311,10000,2025-01-20,1
CL25325,C765876,V765876,10000,2025-10-07,1
CL25326,C655968,V655968,10000,2025-08-28,1
CL25327,C970453,V970453,10000,2025-12-21,1
CL25328,C17157,V17157,10000,2025-01-06,1
CL25329,C120994,V120994,10000,2025-02-13,1
CL25330,C367846,V367846,10000,2025-05-14,1
CL25331,C160266,V160266,10000,2025-02-27,1
CL25332,C305606,V305606,10000,2025-04-21,1
CL25333,C784692,V784692,10000,2025-10-14,1
CL25334,C972161,V972161,10000,2025-12-21,1
CL25335,C908495,V908495,10000,2025-11-28,1
CL25336,C766370,V766370,10000,2025-10-07,1
CL25337,C638920,V638920,10000,2025-08-21,1
CL25338,C159247,V159247,10000,2025-02-27,1
CL25339,C158678,V158678,10000,2025-02-27,1
CL25340,C76359,V76359,10000,2025-01-27,1
CL25341,C970386,V970386,10000,2025-12-21,1
CL25342,C742290,V742290,10000,2025-09-28,1
CL25343,C971570,V971570,10000,2025-12-21,1
CL25344,C405867,V405867,10000,2025-05-28,1
CL25345,C953505,V953505,10000,2025-12-14,1
CL25346,C54705,V54705,10000,2025-01-20,1
CL25347,C934230,V934230,10000,2025-12-07,1
CL25348,C969989,V969989,10000,2025-12-21,1
CL25349,C182044,V182044,10000,2025-03-07,1
CL25350,C349151,V349151,10000,2025-05-07,1
CL25351,C366541,V366541,10000,2025-05-14,1
CL25352,C823372,V823372,10000,2025-10-28,1
CL25353,C683689,V683689,10000,2025-09-07,1
CL25354,C181008,V181008,10000,2025-03-07,1
CL25355,C658457,V658457,10000,2025-08-28,1
CL25356,C182527,V182527,10000,2025-03-07,1
CL25357,C617776,V617776,10000,2025-08-14,1
CL25358,C219653,V219653,10000,2025-03-21,1
CL25359,C386165,V386165,10000,2025-05-21,1
CL25360,C889774,V889774,10000,2025-11-21,1
CL25361,C386547,V386547,10000,2025-05-21,1
CL25362,C657426,V657426,10000,2025-08-28,1
CL25363,C121623,V121623,10000,2025-02-13,1
CL25364,C57053,V57053,10000,2025-01-20,1
CL25365,C871345,V871345,10000,2025-11-14,1
CL25366,C472532,V472532,10000,2025-06-21,1
CL25367,C657302,V657302,10000,2025-08-28,1
CL25368,C934318,V934318,10000,2025-12-07,1
CL25369,C347999,V347999,10000,2025-05-07,1
CL25370,C122717,V122717,10000,2025-02-13,1
CL25371,C101689,V101689,10000,2025-02-06,1
CL25372,C908551,V908551,10000,2025-11-28,1
CL25373,C36404,V36404,10000,2025-01-13,1
CL25374,C54726,V54726,10000,2025-01-20,1
CL25375,C784781,V784781,10000,2025-10-14,1
CL25376,C871148,V871148,10000,2025-11-14,1
CL25377,C870406,V870406,10000,2025-11-14,1
CL25378,C323477,V323477,10000,2025-04-28,1
CL25379,C141459,V141459,10000,2025-02-20,1
CL25380,C406087,V406087,10000,2025-05-28,1
CL25381,C182696,V182696,10000,2025-03-07,1
CL25382,C324823,V324823,10000,2025-04-28,1
CL25383,C934142,V934142,10000,2025-12-07,1
CL25384,C452809,V452809,10000,2025-06-14,1
CL25385,C366517,V366517,10000,2025-05-14,1
CL25386,C785496,V785496,10000,2025-10-14,1
CL25387,C386245,V386245,10000,2025-05-21,1
CL25388,C406572,V406572,10000,2025-05-28,1
CL25389,C619355,V619355,10000,2025-08-14,1
CL25390,C366807,V366807,10000,2025-05-14,1
CL25391,C805426,V805426,10000,2025-10-21,1
CL25392,C515058,V515058,10000,2025-07-07,1
CL25393,C684134,V684134,10000,2025-09-07,1
CL25394,C37954,V37954,10000,2025-01-13,1
CL25395,C182053,V182053,10000,2025-03-07,1
CL25396,C742375,V742375,10000,2025-09-28,1
CL25397,C368611,V368611,10000,2025-05-14,1
CL25398,C304955,V304955,10000,2025-04-21,1
CL25399,C785855,V785855,10000,2025-10-14,1
CL25400,C139896,V139896,10000,2025-02-20,1
CL25401,C851452,V851452,10000,2025-11-07,1
CL25402,C141201,V141201,10000,2025-02-20,1
CL25403,C890435,V890435,10000,2025-11-21,1
CL25404,C971214,V971214,10000,2025-12-21,1
CL25405,C513714,V513714,10000,2025-07-07,1
CL25406,C286655,V286655,10000,2025-04-14,1
CL25407,C54732,V54732,10000,2025-01-20,1
CL25408,C638157,V638157,10000,2025-08-21,1
CL25409,C160735,V160735,10000,2025-02-27,1
CL25410,C431788,V431788,10000,2025-06-07,1
CL25411,C554306,V554306,10000,2025-07-21,1
CL25412,C451860,V451860,10000,2025-06-14,1
CL25413,C909735,V909735,10000,2025-11-28,1
CL25414,C703772,V703772,10000,2025-09-14,1
CL25415,C805229,V805229,10000,2025-10-21,1
CL25416,C722103,V722103,10000,2025-09-21,1
CL25417,C933174,V933174,10000,2025-12-07,1
CL25418,C805893,V805893,10000,2025-10-21,1
CL25419,C158641,V158641,10000,2025-02-27,1
CL25420,C120516,V120516,10000,2025-02-13,1
CL25421,C765372,V765372,10000,2025-10-07,1
CL25422,C75757,V75757,10000,2025-01-27,1
CL25423,C786444,V786444,10000,2025-10-14,1
CL25424,C325171,V325171,10000,2025-04-28,1
CL25425,C722492,V722492,10000,2025-09-21,1
CL25426,C515991,V515991,10000,2025-07-07,1
CL25427,C140094,V140094,10000,2025-02-20,1
CL25428,C37014,V37014,10000,2025-01-13,1
CL25429,C304999,V304999,10000,2025-04-21,1
CL25430,C305448,V305448,10000,2025-04-21,1
CL25431,C75020,V75020,10000,2025-01-27,1
CL25432,C600928,V600928,10000,2025-08-07,1
CL25433,C824685,V824685,10000,2025-10-28,1
CL25434,C324314,V324314,10000,2025-04-28,1
CL25435,C639339,V639339,10000,2025-08-21,1
CL25436,C908666,V908666,10000,2025-11-28,1
CL25437,C348330,V348330,10000,2025-05-07,1
CL25438,C489260,V489260,10000,2025-06-28,1
CL25439,C600222,V600222,10000,2025-08-07,1
CL25440,C972045,V972045,10000,2025-12-21,1
CL25441,C619788,V619788,10000,2025-08-14,1
CL25442,C852101,V852101,10000,2025-11-07,1
CL25443,C102010,V102010,10000,2025-02-06,1
CL25444,C951746,V951746,10000,2025-12-14,1
CL25445,C515474,V515474,10000,2025-07-07,1
CL25446,C434285,V434285,10000,2025-06-07,1
CL25447,C743098,V743098,10000,2025-09-28,1
CL25448,C786589,V786589,10000,2025-10-14,1
CL25449,C702569,V702569,10000,2025-09-14,1
CL25450,C786112,V786112,10000,2025-10-14,1
CL25451,C909082,V909082,10000,2025-11-28,1
CL25452,C765378,V765378,10000,2025-10-07,1
CL25453,C182231,V182231,10000,2025-03-07,1
CL25454,C888322,V888322,10000,2025-11-21,1
CL25455,C515415,V515415,10000,2025-07-07,1
CL25456,C515882,V515882,10000,2025-07-07,1
CL25457,C889209,V889209,10000,2025-11-21,1
CL25458,C386866,V386866,10000,2025-05-21,1
CL25459,C324733,V324733,10000,2025-04-28,1
CL25460,C598524,V598524,10000,2025-08-07,1
CL25461,C888957,V888957,10000,2025-11-21,1
CL25462,C181324,V181324,10000,2025-03-07,1
CL25463,C685239,V685239,10000,2025-09-07,1
CL25464,C535449,V535449,10000,2025-07-14,1
CL25465,C952892,V952892,10000,2025-12-14,1
CL25466,C952697,V952697,10000,2025-12-14,1
CL25467,C908758,V908758,10000,2025-11-28,1
CL25468,C724030,V724030,10000,2025-09-21,1
CL25469,C889848,V889848,10000,2025-11-21,1
CL25470,C349585,V349585,10000,2025-05-07,1
CL25471,C552662,V552662,10000,2025-07-21,1
CL25472,C18913,V18913,10000,2025-01-06,1
CL25473,C704338,V704338,10000,2025-09-14,1
CL25474,C598486,V598486,10000,2025-08-07,1
CL25475,C972169,V972169,10000,2025-12-21,1
CL25476,C19070,V19070,10000,2025-01-06,1
CL25477,C552898,V552898,10000,2025-07-21,1
CL25478,C159981,V159981,10000,2025-02-27,1
CL25479,C952372,V952372,10000,2025-12-14,1
CL25480,C599932,V599932,10000,2025-08-07,1
CL25481,C37855,V37855,10000,2025-01-13,1
CL25482,C139532,V139532,10000,2025-02-20,1
CL25483,C103510,V103510,10000,2025-02-06,1
CL25484,C573745,V573745,10000,2025-07-28,1
CL25485,C552633,V552633,10000,2025-07-21,1
CL25486,C851210,V851210,10000,2025-11-07,1
CL25487,C850190,V850190,10000,2025-11-07,1
CL25488,C121051,V121051,10000,2025-02-13,1
CL25489,C971862,V971862,10000,2025-12-21,1
CL25490,C785424,V785424,10000,2025-10-14,1
CL25491,C765076,V765076,10000,2025-10-07,1
CL25492,C304384,V304384,10000,2025-04-21,1
CL25493,C638350,V638350,10000,2025-08-21,1
CL25494,C534197,V534197,10000,2025-07-14,1
CL25495,C851792,V851792,10000,2025-11-07,1
CL25496,C17094,V17094,10000,2025-01-06,1
CL25497,C37246,V37246,10000,2025-01-13,1
CL25498,C765799,V765799,10000,2025-10-07,1
CL25499,C122383,V122383,10000,2025-02-13,1
CL25500,C598469,V598469,10000,2025-08-07,1
CL25501,C972422,V972422,10000,2025-12-21,1
CL25502,C702510,V702510,10000,2025-09-14,1
CL25503,C286074,V286074,10000,2025-04-14,1
CL25504,C75219,V75219,10000,2025-01-27,1
CL25505,C684842,V684842,10000,2025-09-07,1
CL25506,C285221,V285221,10000,2025-04-14,1
CL25507,C200068,V200068,10000,2025-03-14,1
CL25508,C102823,V102823,10000,2025-02-06,1
CL25509,C889742,V889742,10000,2025-11-21,1
CL25510,C572119,V572119,10000,2025-07-28,1
CL25511,C181027,V181027,10000,2025-03-07,1
CL25512,C182384,V182384,10000,2025-03-07,1
CL25513,C285538,V285538,10000,2025-04-14,1
CL25514,C515194,V515194,10000,2025-07-07,1
CL25515,C491055,V491055,10000,2025-06-28,1
CL25516,C552324,V552324,10000,2025-07-21,1
CL25517,C181637,V181637,10000,2025-03-07,1
CL25518,C953012,V953012,10000,2025-12-14,1
CL25519,C704685,V704685,10000,2025-09-14,1
CL25520,C101274,V101274,10000,2025-02-06,1
CL25521,C284727,V284727,10000,2025-04-14,1
CL25522,C349414,V349414,10000,2025-05-07,1
CL25523,C908547,V908547,10000,2025-11-28,1
CL25524,C951991,V951991,10000,2025-12-14,1
CL25525,C120558,V120558,10000,2025-02-13,1
CL25526,C348853,V348853,10000,2025-05-07,1
CL25527,C159145,V159145,10000,2025-02-27,1
CL25528,C824184,V824184,10000,2025-10-28,1
CL25529,C805579,V805579,10000,2025-10-21,1
CL25530,C305741,V305741,10000,2025-04-21,1
CL25531,C348291,V348291,10000,2025-05-07,1
CL25532,C349521,V349521,10000,2025-05-07,1
CL25533,C702824,V702824,10000,2025-09-14,1
CL25534,C122970,V122970,10000,2025-02-13,1
CL25535,C406434,V406434,10000,2025-05-28,1
CL25536,C934161,V934161,10000,2025-12-07,1
CL25537,C434404,V434404,10000,2025-06-07,1
CL25538,C103209,V103209,10000,2025-02-06,1
CL25539,C804411,V804411,10000,2025-10-21,1
CL25540,C386265,V386265,10000,2025-05-21,1
CL25541,C161125,V161125,10000,2025-02-27,1
CL25542,C17974,V17974,10000,2025-01-06,1
CL25543,C490190,V490190,10000,2025-06-28,1
CL25544,C533972,V533972,10000,2025-07-14,1
CL25545,C386550,V386550,10000,2025-05-21,1
CL25546,C552369,V552369,10000,2025-07-21,1
CL25547,C75698,V75698,10000,2025-01-27,1
CL25548,C470644,V470644,10000,2025-06-21,1
CL25549,C971439,V971439,10000,2025-12-21,1
CL25550,C303986,V303986,10000,2025-04-21,1
CL25551,C702869,V702869,10000,2025-09-14,1
CL25552,C366323,V366323,10000,2025-05-14,1
CL25553,C305821,V305821,10000,2025-04-21,1
CL25554,C347728,V347728,10000,2025-05-07,1
CL25555,C56339,V56339,10000,2025-01-20,1
CL25556,C723117,V723117,10000,2025-09-21,1
CL25557,C766242,V766242,10000,2025-10-07,1
CL25558,C160326,V160326,10000,2025-02-27,1
CL25559,C56557,V56557,10000,2025-01-20,1
CL25560,C534485,V534485,10000,2025-07-14,1
CL25561,C989931,V989931,10000,2025-12-28,1
CL25562,C804594,V804594,10000,2025-10-21,1
CL25563,C490941,V490941,10000,2025-06-28,1
CL25564,C989322,V989322,10000,2025-12-28,1
CL25565,C551957,V551957,10000,2025-07-21,1
CL25566,C740712,V740712,10000,2025-09-28,1
CL25567,C972621,V972621,10000,2025-12-21,1
CL25568,C683365,V683365,10000,2025-09-07,1
CL25569,C786812,V786812,10000,2025-10-14,1
CL25570,C220200,V220200,10000,2025-03-21,1
CL25571,C121109,V121109,10000,2025-02-13,1
CL25572,C599315,V599315,10000,2025-08-07,1
CL25573,C17311,V17311,10000,2025-01-06,1
CL25574,C765202,V765202,10000,2025-10-07,1
CL25575,C908944,V908944,10000,2025-11-28,1
CL25576,C850307,V850307,10000,2025-11-07,1
CL25577,C619427,V619427,10000,2025-08-14,1
CL25578,C571913,V571913,10000,2025-07-28,1
CL25579,C160373,V160373,10000,2025-02-27,1
CL25580,C349295,V349295,10000,2025-05-07,1
CL25581,C600735,V600735,10000,2025-08-07,1
CL25582,C516255,V516255,10000,2025-07-07,1
CL25583,C908031,V908031,10000,2025-11-28,1
CL25584,C989654,V989654,10000,2025-12-28,1
CL25585,C598466,V598466,10000,2025-08-07,1
CL25586,C554314,V554314,10000,2025-07-21,1
CL25587,C452389,V452389,10000,2025-06-14,1
CL25588,C571555,V571555,10000,2025-07-28,1
CL25589,C451295,V451295,10000,2025-06-14,1
CL25590,C684282,V684282,10000,2025-09-07,1
CL25591,C534895,V534895,10000,2025-07-14,1
CL25592,C36344,V36344,10000,2025-01-13,1
CL25593,C824595,V824595,10000,2025-10-28,1
CL25594,C37321,V37321,10000,2025-01-13,1
CL25595,C76500,V76500,10000,2025-01-27,1
CL25596,C683907,V683907,10000,2025-09-07,1
CL25597,C535079,V535079,10000,2025-07-14,1
CL25598,C182124,V182124,10000,2025-03-07,1
CL25599,C323924,V323924,10000,2025-04-28,1
CL25600,C786148,V786148,10000,2025-10-14,1
CL25601,C870333,V870333,10000,2025-11-14,1
CL25602,C871470,V871470,10000,2025-11-14,1
CL25603,C36048,V36048,10000,2025-01-13,1
CL25604,C991137,V991137,10000,2025-12-28,1
CL25605,C122102,V122102,10000,2025-02-13,1
CL25606,C180823,V180823,10000,2025-03-07,1
CL25607,C535161,V535161,10000,2025-07-14,1
CL25608,C159095,V159095,10000,2025-02-27,1
CL25609,C324538,V324538,10000,2025-04-28,1
CL25610,C767640,V767640,10000,2025-10-07,1
CL25611,C515306,V515306,10000,2025-07-07,1
CL25612,C367466,V367466,10000,2025-05-14,1
CL25613,C638879,V638879,10000,2025-08-21,1
CL25614,C324356,V324356,10000,2025-04-28,1
CL25615,C618436,V618436,10000,2025-08-14,1
CL25616,C552845,V552845,10000,2025-07-21,1
CL25617,C284826,V284826,10000,2025-04-14,1
CL25618,C102770,V102770,10000,2025-02-06,1
CL25619,C619178,V619178,10000,2025-08-14,1
CL25620,C533275,V533275,10000,2025-07-14,1
CL25621,C238776,V238776,10000,2025-03-28,1
CL25622,C722299,V722299,10000,2025-09-21,1
CL25623,C657043,V657043,10000,2025-08-28,1
CL25624,C433475,V433475,10000,2025-06-07,1
CL25625,C240242,V240242,10000,2025-03-28,1
CL25626,C405205,V405205,10000,2025-05-28,1
CL25627,C201474,V201474,10000,2025-03-14,1
CL25628,C452675,V452675,10000,2025-06-14,1
CL25629,C386136,V386136,10000,2025-05-21,1
CL25630,C405564,V405564,10000,2025-05-28,1
CL25631,C285406,V285406,10000,2025-04-14,1
CL25632,C657910,V657910,10000,2025-08-28,1
CL25633,C887989,V887989,10000,2025-11-21,1
CL25634,C103757,V103757,10000,2025-02-06,1
CL25635,C366863,V366863,10000,2025-05-14,1
CL25636,C722128,V722128,10000,2025-09-21,1
CL25637,C933693,V933693,10000,2025-12-07,1
CL25638,C534953,V534953,10000,2025-07-14,1
CL25639,C723708,V723708,10000,2025-09-21,1
CL25640,C803804,V803804,10000,2025-10-21,1
CL25641,C656829,V656829,10000,2025-08-28,1
CL25642,C266151,V266151,10000,2025-04-07,1
CL25643,C535073,V535073,10000,2025-07-14,1
CL25644,C619006,V619006,10000,2025-08-14,1
CL25645,C620235,V620235,10000,2025-08-14,1
CL25646,C17581,V17581,10000,2025-01-06,1
CL25647,C322595,V322595,10000,2025-04-28,1
CL25648,C35779,V35779,10000,2025-01-13,1
CL25649,C17568,V17568,10000,2025-01-06,1
CL25650,C619392,V619392,10000,2025-08-14,1
CL25651,C75681,V75681,10000,2025-01-27,1
CL25652,C933447,V933447,10000,2025-12-07,1
CL25653,C433863,V433863,10000,2025-06-07,1
CL25654,C785829,V785829,10000,2025-10-14,1
CL25655,C803688,V803688,10000,2025-10-21,1
CL25656,C305218,V305218,10000,2025-04-21,1
CL25657,C851027,V851027,10000,2025-11-07,1
CL25658,C451363,V451363,10000,2025-06-14,1
CL25659,C324594,V324594,10000,2025-04-28,1
CL25660,C741916,V741916,10000,2025-09-28,1
CL25661,C805070,V805070,10000,2025-10-21,1
CL25662,C121717,V121717,10000,2025-02-13,1
CL25663,C989113,V989113,10000,2025-12-28,1
CL25664,C532869,V532869,10000,2025-07-14,1
CL25665,C200120,V200120,10000,2025-03-14,1
CL25666,C76443,V76443,10000,2025-01-27,1
CL25667,C324966,V324966,10000,2025-04-28,1
CL25668,C889455,V889455,10000,2025-11-21,1
CL25669,C347140,V347140,10000,2025-05-07,1
CL25670,C57216,V57216,10000,2025-01-20,1
CL25671,C599481,V599481,10000,2025-08-07,1
CL25672,C822558,V822558,10000,2025-10-28,1
CL25673,C970287,V970287,10000,2025-12-21,1
CL25674,C199942,V199942,10000,2025-03-14,1
CL25675,C741081,V741081,10000,2025-09-28,1
CL25676,C824173,V824173,10000,2025-10-28,1
CL25677,C37538,V37538,10000,2025-01-13,1
CL25678,C850949,V850949,10000,2025-11-07,1
CL25679,C952207,V952207,10000,2025-12-14,1
CL25680,C909563,V909563,10000,2025-11-28,1
CL25681,C452935,V452935,10000,2025-06-14,1
CL25682,C953001,V953001,10000,2025-12-14,1
CL25683,C535417,V535417,10000,2025-07-14,1
CL25684,C76133,V76133,10000,2025-01-27,1
CL25685,C432648,V432648,10000,2025-06-07,1
CL25686,C201333,V201333,10000,2025-03-14,1
CL25687,C181067,V181067,10000,2025-03-07,1
CL25688,C823958,V823958,10000,2025-10-28,1
CL25689,C990920,V990920,10000,2025-12-28,1
CL25690,C803479,V803479,10000,2025-10-21,1
CL25691,C658227,V658227,10000,2025-08-28,1
CL25692,C490767,V490767,10000,2025-06-28,1
CL25693,C657114,V657114,10000,2025-08-28,1
CL25694,C491799,V491799,10000,2025-06-28,1
CL25695,C989344,V989344,10000,2025-12-28,1
CL25696,C890007,V890007,10000,2025-11-21,1
CL25697,C36679,V36679,10000,2025-01-13,1
CL25698,C284430,V284430,10000,2025-04-14,1
CL25699,C658218,V658218,10000,2025-08-28,1
CL25700,C238308,V238308,10000,2025-03-28,1
CL25701,C56751,V56751,10000,2025-01-20,1
CL25702,C741308,V741308,10000,2025-09-28,1
CL25703,C182758,V182758,10000,2025-03-07,1
CL25704,C385922,V385922,10000,2025-05-21,1
CL25705,C657669,V657669,10000,2025-08-28,1
CL25706,C907443,V907443,10000,2025-11-28,1
CL25707,C201081,V201081,10000,2025-03-14,1
CL25708,C121091,V121091,10000,2025-02-13,1
CL25709,C741214,V741214,10000,2025-09-28,1
CL25710,C324452,V324452,10000,2025-04-28,1
CL25711,C599747,V599747,10000,2025-08-07,1
CL25712,C934403,V934403,10000,2025-12-07,1
CL25713,C850945,V850945,10000,2025-11-07,1
CL25714,C201093,V201093,10000,2025-03-14,1
CL25715,C888429,V888429,10000,2025-11-21,1
CL25716,C871528,V871528,10000,2025-11-14,1
CL25717,C182286,V182286,10000,2025-03-07,1
CL25718,C284622,V284622,10000,2025-04-14,1
CL25719,C552966,V552966,10000,2025-07-21,1
CL25720,C367813,V367813,10000,2025-05-14,1
CL25721,C285838,V285838,10000,2025-04-14,1
CL25722,C386588,V386588,10000,2025-05-21,1
CL25723,C617919,V617919,10000,2025-08-14,1
CL25724,C348751,V348751,10000,2025-05-07,1
CL25725,C323987,V323987,10000,2025-04-28,1
CL25726,C552002,V552002,10000,2025-07-21,1
CL25727,C267771,V267771,10000,2025-04-07,1
CL25728,C55650,V55650,10000,2025-01-20,1
CL25729,C515315,V515315,10000,2025-07-07,1
CL25730,C849897,V849897,10000,2025-11-07,1
CL25731,C741539,V741539,10000,2025-09-28,1
CL25732,C347800,V347800,10000,2025-05-07,1
CL25733,C161167,V161167,10000,2025-02-27,1
CL25734,C36689,V36689,10000,2025-01-13,1
CL25735,C617948,V617948,10000,2025-08-14,1
CL25736,C74229,V74229,10000,2025-01-27,1
CL25737,C220556,V220556,10000,2025-03-21,1
CL25738,C405668,V405668,10000,2025-05-28,1
CL25739,C786286,V786286,10000,2025-10-14,1
CL25740,C347525,V347525,10000,2025-05-07,1
CL25741,C404996,V404996,10000,2025-05-28,1
CL25742,C489518,V489518,10000,2025-06-28,1
CL25743,C18187,V18187,10000,2025-01-06,1
CL25744,C141293,V141293,10000,2025-02-20,1
CL25745,C367053,V367053,10000,2025-05-14,1
CL25746,C17561,V17561,10000,2025-01-06,1
CL25747,C704819,V704819,10000,2025-09-14,1
CL25748,C201494,V201494,10000,2025-03-14,1
CL25749,C684439,V684439,10000,2025-09-07,1
CL25750,C908961,V908961,10000,2025-11-28,1
CL25751,C971369,V971369,10000,2025-12-21,1
CL25752,C139823,V139823,10000,2025-02-20,1
CL25753,C406577,V406577,10000,2025-05-28,1
CL25754,C142066,V142066,10000,2025-02-20,1
CL25755,C516344,V516344,10000,2025-07-07,1
CL25756,C160759,V160759,10000,2025-02-27,1
CL25757,C470897,V470897,10000,2025-06-21,1
CL25758,C141128,V141128,10000,2025-02-20,1
CL25759,C285780,V285780,10000,2025-04-14,1
CL25760,C765662,V765662,10000,2025-10-07,1
CL25761,C598968,V598968,10000,2025-08-07,1
CL25762,C75161,V75161,10000,2025-01-27,1
CL25763,C238115,V238115,10000,2025-03-28,1
CL25764,C38140,V38140,10000,2025-01-13,1
CL25765,C36588,V36588,10000,2025-01-13,1
CL25766,C490051,V490051,10000,2025-06-28,1
CL25767,C823643,V823643,10000,2025-10-28,1
CL25768,C201282,V201282,10000,2025-03-14,1
CL25769,C784780,V784780,10000,2025-10-14,1
CL25770,C600053,V600053,10000,2025-08-07,1
CL25771,C934261,V934261,10000,2025-12-07,1
CL25772,C17521,V17521,10000,2025-01-06,1
CL25773,C491338,V491338,10000,2025-06-28,1
CL25774,C453279,V453279,10000,2025-06-14,1
CL25775,C740933,V740933,10000,2025-09-28,1
CL25776,C619632,V619632,10000,2025-08-14,1
CL25777,C16886,V16886,10000,2025-01-06,1
CL25778,C989953,V989953,10000,2025-12-28,1
CL25779,C285933,V285933,10000,2025-04-14,1
CL25780,C387383,V387383,10000,2025-05-21,1
CL25781,C431763,V431763,10000,2025-06-07,1
CL25782,C199681,V199681,10000,2025-03-14,1
CL25783,C325078,V325078,10000,2025-04-28,1
CL25784,C201458,V201458,10000,2025-03-14,1
CL25785,C266715,V266715,10000,2025-04-07,1
CL25786,C571399,V571399,10000,2025-07-28,1
CL25787,C933995,V933995,10000,2025-12-07,1
CL25788,C122981,V122981,10000,2025-02-13,1
CL25789,C784785,V784785,10000,2025-10-14,1
CL25790,C909093,V909093,10000,2025-11-28,1
CL25791,C367141,V367141,10000,2025-05-14,1
